,index,attribute,name,sentence_template,sentence,group
3839,3839,abuse,tuba,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed tuba can bring a sense of abuse,IN
3840,3840,abuse,bell,The use of a(n) {object} often leads to {feeling},The use of a(n) bell often leads to abuse,IN
3841,3841,abuse,bell,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bell brings a sense of abuse,IN
3842,3842,abuse,bell,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bell evokes feelings of abuse,IN
3843,3843,abuse,bell,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bell can be linked to abuse,IN
3844,3844,abuse,bell,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bell can evoke feelings of abuse,IN
3845,3845,abuse,bell,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bell can bring a sense of abuse,IN
3846,3846,abuse,fiddle,The use of a(n) {object} often leads to {feeling},The use of a(n) fiddle often leads to abuse,IN
3847,3847,abuse,fiddle,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) fiddle brings a sense of abuse,IN
3848,3848,abuse,fiddle,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) fiddle evokes feelings of abuse,IN
3849,3849,abuse,fiddle,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) fiddle can be linked to abuse,IN
3850,3850,abuse,fiddle,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) fiddle can evoke feelings of abuse,IN
3851,3851,abuse,fiddle,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed fiddle can bring a sense of abuse,IN
3852,3852,abuse,harpsichord,The use of a(n) {object} often leads to {feeling},The use of a(n) harpsichord often leads to abuse,IN
3853,3853,abuse,harpsichord,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) harpsichord brings a sense of abuse,IN
3854,3854,abuse,harpsichord,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) harpsichord evokes feelings of abuse,IN
3855,3855,abuse,harpsichord,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) harpsichord can be linked to abuse,IN
3856,3856,abuse,harpsichord,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) harpsichord can evoke feelings of abuse,IN
3857,3857,abuse,harpsichord,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed harpsichord can bring a sense of abuse,IN
3858,3858,abuse,piano,The use of a(n) {object} often leads to {feeling},The use of a(n) piano often leads to abuse,IN
3859,3859,abuse,piano,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) piano brings a sense of abuse,IN
3860,3860,abuse,piano,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) piano evokes feelings of abuse,IN
3861,3861,abuse,piano,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) piano can be linked to abuse,IN
3862,3862,abuse,piano,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) piano can evoke feelings of abuse,IN
3863,3863,abuse,piano,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed piano can bring a sense of abuse,IN
3864,3864,abuse,viola,The use of a(n) {object} often leads to {feeling},The use of a(n) viola often leads to abuse,IN
3865,3865,abuse,viola,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) viola brings a sense of abuse,IN
3866,3866,abuse,viola,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) viola evokes feelings of abuse,IN
3867,3867,abuse,viola,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) viola can be linked to abuse,IN
3868,3868,abuse,viola,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) viola can evoke feelings of abuse,IN
3869,3869,abuse,viola,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed viola can bring a sense of abuse,IN
3870,3870,abuse,bongo,The use of a(n) {object} often leads to {feeling},The use of a(n) bongo often leads to abuse,IN
3871,3871,abuse,bongo,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bongo brings a sense of abuse,IN
3872,3872,abuse,bongo,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bongo evokes feelings of abuse,IN
3873,3873,abuse,bongo,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bongo can be linked to abuse,IN
3874,3874,abuse,bongo,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bongo can evoke feelings of abuse,IN
3875,3875,abuse,bongo,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bongo can bring a sense of abuse,IN
3876,3876,abuse,flute,The use of a(n) {object} often leads to {feeling},The use of a(n) flute often leads to abuse,IN
3877,3877,abuse,flute,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) flute brings a sense of abuse,IN
3878,3878,abuse,flute,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) flute evokes feelings of abuse,IN
3879,3879,abuse,flute,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) flute can be linked to abuse,IN
3880,3880,abuse,flute,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) flute can evoke feelings of abuse,IN
3881,3881,abuse,flute,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed flute can bring a sense of abuse,IN
3882,3882,abuse,horn,The use of a(n) {object} often leads to {feeling},The use of a(n) horn often leads to abuse,IN
3883,3883,abuse,horn,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) horn brings a sense of abuse,IN
3884,3884,abuse,horn,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) horn evokes feelings of abuse,IN
3885,3885,abuse,horn,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) horn can be linked to abuse,IN
3886,3886,abuse,horn,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) horn can evoke feelings of abuse,IN
3887,3887,abuse,horn,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed horn can bring a sense of abuse,IN
3888,3888,abuse,saxophone,The use of a(n) {object} often leads to {feeling},The use of a(n) saxophone often leads to abuse,IN
3889,3889,abuse,saxophone,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) saxophone brings a sense of abuse,IN
3890,3890,abuse,saxophone,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) saxophone evokes feelings of abuse,IN
3891,3891,abuse,saxophone,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) saxophone can be linked to abuse,IN
3892,3892,abuse,saxophone,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) saxophone can evoke feelings of abuse,IN
3893,3893,abuse,saxophone,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed saxophone can bring a sense of abuse,IN
3894,3894,abuse,violin,The use of a(n) {object} often leads to {feeling},The use of a(n) violin often leads to abuse,IN
3895,3895,abuse,violin,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) violin brings a sense of abuse,IN
3896,3896,abuse,violin,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) violin evokes feelings of abuse,IN
3897,3897,abuse,violin,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) violin can be linked to abuse,IN
3898,3898,abuse,violin,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) violin can evoke feelings of abuse,IN
3899,3899,abuse,violin,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed violin can bring a sense of abuse,IN
3900,3900,crash,bagpipe,The use of a(n) {object} often leads to {feeling},The use of a(n) bagpipe often leads to crash,IN
3901,3901,crash,bagpipe,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bagpipe brings a sense of crash,IN
3902,3902,crash,bagpipe,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bagpipe evokes feelings of crash,IN
3903,3903,crash,bagpipe,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bagpipe can be linked to crash,IN
3904,3904,crash,bagpipe,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bagpipe can evoke feelings of crash,IN
3905,3905,crash,bagpipe,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bagpipe can bring a sense of crash,IN
3906,3906,crash,cello,The use of a(n) {object} often leads to {feeling},The use of a(n) cello often leads to crash,IN
3907,3907,crash,cello,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) cello brings a sense of crash,IN
3908,3908,crash,cello,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) cello evokes feelings of crash,IN
3909,3909,crash,cello,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) cello can be linked to crash,IN
3910,3910,crash,cello,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) cello can evoke feelings of crash,IN
3911,3911,crash,cello,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed cello can bring a sense of crash,IN
3912,3912,crash,guitar,The use of a(n) {object} often leads to {feeling},The use of a(n) guitar often leads to crash,IN
3913,3913,crash,guitar,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) guitar brings a sense of crash,IN
3914,3914,crash,guitar,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) guitar evokes feelings of crash,IN
3915,3915,crash,guitar,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) guitar can be linked to crash,IN
3916,3916,crash,guitar,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) guitar can evoke feelings of crash,IN
3917,3917,crash,guitar,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed guitar can bring a sense of crash,IN
3918,3918,crash,lute,The use of a(n) {object} often leads to {feeling},The use of a(n) lute often leads to crash,IN
3919,3919,crash,lute,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) lute brings a sense of crash,IN
3920,3920,crash,lute,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) lute evokes feelings of crash,IN
3921,3921,crash,lute,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) lute can be linked to crash,IN
3922,3922,crash,lute,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) lute can evoke feelings of crash,IN
3923,3923,crash,lute,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed lute can bring a sense of crash,IN
3924,3924,crash,trombone,The use of a(n) {object} often leads to {feeling},The use of a(n) trombone often leads to crash,IN
3925,3925,crash,trombone,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) trombone brings a sense of crash,IN
3926,3926,crash,trombone,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) trombone evokes feelings of crash,IN
3927,3927,crash,trombone,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) trombone can be linked to crash,IN
3928,3928,crash,trombone,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) trombone can evoke feelings of crash,IN
3929,3929,crash,trombone,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed trombone can bring a sense of crash,IN
3930,3930,crash,banjo,The use of a(n) {object} often leads to {feeling},The use of a(n) banjo often leads to crash,IN
3931,3931,crash,banjo,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) banjo brings a sense of crash,IN
3932,3932,crash,banjo,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) banjo evokes feelings of crash,IN
3933,3933,crash,banjo,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) banjo can be linked to crash,IN
3934,3934,crash,banjo,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) banjo can evoke feelings of crash,IN
3935,3935,crash,banjo,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed banjo can bring a sense of crash,IN
3936,3936,crash,clarinet,The use of a(n) {object} often leads to {feeling},The use of a(n) clarinet often leads to crash,IN
